Station,Reading,Time,Date,height_sea_level_m,X,Y,longitude,latitude,gravity_mgal,TideCorr,Source
na,,,,532.93,,,-41.3967,-20.3627,978480.8900,,IAG-USP
na,,,,524.38,,,-41.4092,-20.3893,978482.5100,,IAG-USP
na,,,,543.67,,,-41.3988,-20.4197,978478.1500,,IAG-USP
na,,,,561.55,,,-41.4052,-20.4394,978477.3800,,IAG-USP
na,,,,562.62,,,-41.3916,-20.4810,978479.8100,,IAG-USP
na,,,,743.97,,,-41.3694,-20.4986,978447.6500,,IAG-USP
na,,,,519.65,,,-41.3406,-20.4978,978492.0900,,IAG-USP
na,,,,409.58,,,-41.3131,-20.5082,978516.1600,,IAG-USP
na,,,,407.60,,,-41.3017,-20.5291,978520.3400,,IAG-USP
na,,,,836.65,,,-41.3782,-20.4915,978427.4300,,IAG-USP
na,,,,465.83,,,-41.4175,-20.4920,978481.9800,,IAG-USP
na,,,,524.43,,,-41.4266,-20.5199,978494.7000,,IAG-USP
na,,,,429.02,,,-41.4402,-20.5464,978516.0000,,IAG-USP
na,,,,419.23,,,-41.4523,-20.5600,978520.4800,,IAG-USP
na,,,,416.17,,,-41.4544,-20.5875,978524.2300,,IAG-USP
na,,,,249.83,,,-41.4568,-20.6157,978557.2200,,IAG-USP
na,,,,215.79,,,-41.4692,-20.6404,978563.6200,,IAG-USP
na,,,,198.06,,,-41.4841,-20.6648,978571.6900,,IAG-USP
na,,,,171.60,,,-41.4922,-20.6925,978579.5100,,IAG-USP
na,,,,121.44,,,-41.5070,-20.7118,978592.7800,,IAG-USP
na,,,,133.92,,,-41.4896,-20.7338,978592.6700,,IAG-USP
na,,,,691.84,,,-41.2322,-20.3804,978456.2000,,IAG-USP
na,,,,699.50,,,-41.2089,-20.3966,978458.4100,,IAG-USP
na,,,,730.58,,,-41.1823,-20.4096,978455.1600,,IAG-USP
na,,,,777.81,,,-41.1758,-20.4359,978449.9800,,IAG-USP
na,,,,597.92,,,-41.1653,-20.4627,978484.2700,,IAG-USP
na,,,,489.48,,,-41.1729,-20.4892,978506.1200,,IAG-USP
na,,,,465.62,,,-41.1802,-20.5161,978496.5400,,IAG-USP
na,,,,311.58,,,-41.1861,-20.5459,978543.2400,,IAG-USP
na,,,,111.41,,,-41.1938,-20.5734,978587.3600,,IAG-USP
na,,,,633.44,,,-41.0174,-20.6494,978502.5200,,IAG-USP
na,,,,976.63,,,-41.0581,-20.4007,978410.9400,,IAG-USP
na,,,,986.38,,,-41.0416,-20.4245,978409.5500,,IAG-USP
na,,,,985.59,,,-41.0207,-20.4474,978409.6300,,IAG-USP
na,,,,1028.40,,,-41.0018,-20.4695,978407.2500,,IAG-USP
na,,,,986.32,,,-40.9897,-20.4956,978418.8100,,IAG-USP
na,,,,929.83,,,-40.9857,-20.5233,978432.5100,,IAG-USP
na,,,,889.10,,,-40.9923,-20.5502,978442.3300,,IAG-USP
na,,,,734.91,,,-40.9975,-20.5773,978473.2700,,IAG-USP
na,,,,687.14,,,-41.0204,-20.5940,978484.3800,,IAG-USP
na,,,,647.29,,,-41.0206,-20.6220,978495.0000,,IAG-USP
na,,,,76.12,,,-41.1906,-20.7240,978615.7700,,IAG-USP
na,,,,104.08,,,-41.2050,-20.6976,978607.3000,,IAG-USP
na,,,,78.30,,,-41.2089,-20.6701,978607.2800,,IAG-USP
na,,,,93.38,,,-41.2093,-20.6412,978600.0500,,IAG-USP
na,,,,112.14,,,-41.2034,-20.6041,978593.4600,,IAG-USP
na,,,,69.49,,,-41.2275,-20.5899,978611.0200,,IAG-USP
na,,,,111.16,,,-41.2409,-20.5650,978579.7500,,IAG-USP
na,,,,246.44,,,-41.2696,-20.5478,978554.4100,,IAG-USP
na,,,,9.35,,,-40.8109,-20.7943,978652.0600,,IAG-USP
na,,,,27.62,,,-40.8298,-20.7689,978646.6800,,IAG-USP
na,,,,98.67,,,-40.8499,-20.7492,978622.4000,,IAG-USP
na,,,,219.00,,,-40.8748,-20.7350,978594.5200,,IAG-USP
na,,,,352.43,,,-40.8995,-20.7193,978567.8500,,IAG-USP
na,,,,377.02,,,-40.9242,-20.7026,978560.0800,,IAG-USP
na,,,,694.61,,,-40.9417,-20.6872,978498.5700,,IAG-USP
na,,,,645.13,,,-40.9592,-20.6667,978506.0200,,IAG-USP
na,,,,629.91,,,-40.9861,-20.6624,978505.6100,,IAG-USP
na,,,,616.18,,,-41.0086,-20.6723,978508.8100,,IAG-USP
na,,,,590.27,,,-41.0330,-20.6887,978514.2200,,IAG-USP
na,,,,473.31,,,-41.0454,-20.7144,978541.1000,,IAG-USP
na,,,,568.56,,,-41.0585,-20.7405,978512.5800,,IAG-USP
na,,,,308.66,,,-41.0368,-20.7580,978574.6200,,IAG-USP
na,,,,108.16,,,-41.0668,-20.7780,978617.1300,,IAG-USP
na,,,,100.92,,,-41.0850,-20.8009,978620.6800,,IAG-USP
na,,,,79.23,,,-41.1063,-20.8206,978625.7200,,IAG-USP
na,,,,15.73,,,-41.0608,-20.9030,978648.7700,,IAG-USP
na,,,,32.84,,,-41.0346,-20.8903,978644.1800,,IAG-USP
na,,,,14.69,,,-41.0057,-20.8944,978648.6600,,IAG-USP
na,,,,15.39,,,-40.9774,-20.8819,978647.7300,,IAG-USP
na,,,,16.08,,,-40.9466,-20.8718,978649.1100,,IAG-USP
na,,,,16.08,,,-40.9139,-20.8653,978648.1100,,IAG-USP
na,,,,11.90,,,-40.8837,-20.8638,978650.3200,,IAG-USP
na,,,,15.38,,,-40.8676,-20.8363,978647.1500,,IAG-USP
na,,,,12.59,,,-40.8441,-20.8183,978646.9900,,IAG-USP
na,,,,32.43,,,-40.8209,-20.7966,978646.6900,,IAG-USP
na,,,,24.67,,,-40.7820,-20.7837,978630.8800,,IAG-USP
na,,,,33.01,,,-40.7601,-20.7651,978642.2400,,IAG-USP
na,,,,39.24,,,-40.7537,-20.7339,978638.0200,,IAG-USP
na,,,,41.68,,,-40.7272,-20.7144,978637.6800,,IAG-USP
na,,,,34.06,,,-40.7015,-20.6900,978638.7700,,IAG-USP
na,,,,19.87,,,-40.7092,-20.6612,978638.4500,,IAG-USP
na,,,,64.64,,,-40.7359,-20.6675,978627.5300,,IAG-USP
na,,,,17.78,,,-40.7494,-20.6352,978632.2600,,IAG-USP
na,,,,17.78,,,-40.7494,-20.6352,978632.0900,,IAG-USP
na,,,,9.81,,,-40.6752,-20.6859,978644.9300,,IAG-USP
na,,,,7.73,,,-40.6671,-20.7127,978648.5800,,IAG-USP
na,,,,3.92,,,-40.6497,-20.7358,978655.0800,,IAG-USP
na,,,,56.61,,,-40.6314,-20.7566,978648.6200,,IAG-USP
na,,,,13.28,,,-40.6573,-20.6654,978643.6900,,IAG-USP
na,,,,11.20,,,-40.6303,-20.6513,978644.5400,,IAG-USP
na,,,,11.90,,,-40.6021,-20.6617,978648.6300,,IAG-USP
na,,,,34.18,,,-40.5735,-20.6524,978646.8300,,IAG-USP
na,,,,5.98,,,-40.5466,-20.6399,978653.6300,,IAG-USP
na,,,,21.31,,,-40.5229,-20.6236,978651.4600,,IAG-USP
na,,,,9.11,,,-40.5039,-20.6044,978652.9700,,IAG-USP
na,,,,17.47,,,-40.5039,-20.5801,978651.5100,,IAG-USP
na,,,,22.70,,,-40.4799,-20.5538,978649.2800,,IAG-USP
na,,,,24.43,,,-40.4782,-20.5231,978646.3300,,IAG-USP
na,,,,37.35,,,-40.4752,-20.4968,978641.4100,,IAG-USP
na,,,,43.96,,,-40.4676,-20.4698,978638.1700,,IAG-USP
na,,,,13.64,,,-40.4598,-20.4415,978642.0900,,IAG-USP
na,,,,14.69,,,-40.4588,-20.4123,978639.4100,,IAG-USP
na,,,,18.53,,,-40.4621,-20.3840,978634.4700,,IAG-USP
na,,,,544.22,,,-40.6728,-20.4096,978519.7400,,IAG-USP
na,,,,655.15,,,-40.7861,-20.4489,978493.4400,,IAG-USP
na,,,,626.09,,,-40.7689,-20.4716,978502.3100,,IAG-USP
na,,,,615.83,,,-40.7752,-20.4974,978505.0200,,IAG-USP
na,,,,556.36,,,-40.7781,-20.5235,978518.7900,,IAG-USP
na,,,,542.03,,,-40.7904,-20.5490,978523.6300,,IAG-USP
na,,,,473.62,,,-40.8086,-20.5691,978537.7900,,IAG-USP
na,,,,297.08,,,-40.7896,-20.5873,978561.9300,,IAG-USP
na,,,,123.15,,,-40.7834,-20.6194,978603.8400,,IAG-USP
na,,,,13.18,,,-40.7620,-20.6305,978628.6500,,IAG-USP
na,,,,35.49,,,-41.1166,-20.9806,978652.3900,,IAG-USP
na,,,,47.62,,,-41.0998,-20.9589,978655.7400,,IAG-USP
na,,,,25.98,,,-41.0816,-20.9374,978650.7400,,IAG-USP
na,,,,27.21,,,-40.2403,-20.2095,978634.6200,,IAG-USP
na,,,,23.85,,,-40.2152,-20.2005,978640.1800,,IAG-USP
na,,,,1.00,,,-40.1907,-20.1903,978645.0300,,IAG-USP
na,,,,2.77,,,-40.1855,-20.1619,978643.1600,,IAG-USP
na,,,,1.00,,,-40.1831,-20.1439,978642.6300,,IAG-USP
na,,,,1.00,,,-40.1769,-20.1217,978640.9700,,IAG-USP
na,,,,1.00,,,-40.1724,-20.1026,978639.7300,,IAG-USP
na,,,,1.00,,,-40.1734,-20.0792,978635.7100,,IAG-USP
na,,,,5.02,,,-40.1906,-20.0571,978639.6300,,IAG-USP
na,,,,1.00,,,-40.1751,-20.0369,978630.9200,,IAG-USP
na,,,,1.00,,,-40.1562,-20.0124,978631.4800,,IAG-USP
na,,,,1.00,,,-40.1447,-19.9860,978630.8500,,IAG-USP
na,,,,1.00,,,-40.1370,-19.9570,978629.0000,,IAG-USP
na,,,,1.00,,,-40.1544,-19.9530,978625.5900,,IAG-USP
na,,,,33.92,,,-40.2106,-20.0160,978616.5300,,IAG-USP
na,,,,30.15,,,-40.1939,-20.0278,978620.2400,,IAG-USP
na,,,,39.97,,,-40.2285,-20.0101,978612.7500,,IAG-USP
na,,,,54.29,,,-40.2499,-20.0002,978609.5300,,IAG-USP
na,,,,20.95,,,-40.2595,-19.9841,978616.8200,,IAG-USP
na,,,,15.34,,,-40.2687,-19.9653,978616.5100,,IAG-USP
na,,,,16.02,,,-40.2803,-19.9438,978615.1300,,IAG-USP
na,,,,17.82,,,-40.2824,-19.9258,978608.4000,,IAG-USP
na,,,,20.00,,,-40.2921,-19.9020,978594.4000,,IAG-USP
na,,,,77.95,,,-40.2989,-19.8924,978592.1600,,IAG-USP
na,,,,84.13,,,-40.3044,-19.8807,978590.8000,,IAG-USP
na,,,,78.78,,,-40.3064,-19.8618,978591.1900,,IAG-USP
na,,,,14.52,,,-40.2876,-19.8618,978604.8500,,IAG-USP
na,,,,7.10,,,-40.2738,-19.8498,978605.7400,,IAG-USP
na,,,,67.45,,,-40.2773,-19.8251,978594.8600,,IAG-USP
na,,,,72.72,,,-40.2749,-19.8198,978591.4000,,IAG-USP
na,,,,10.97,,,-40.2984,-19.8219,978603.0000,,IAG-USP
na,,,,20.00,,,-40.3323,-19.8305,978599.1800,,IAG-USP
na,,,,30.00,,,-40.3527,-19.8401,978597.1100,,IAG-USP
na,,,,36.49,,,-40.3696,-19.8288,978592.4900,,IAG-USP
na,,,,16.04,,,-40.0112,-19.4104,978599.0800,,IAG-USP
na,,,,21.65,,,-40.0372,-19.4068,978594.1300,,IAG-USP
9603401,,,,82.45,,,-40.6574,-19.5132,978558.4900,,IAG-USP
9603402,,,,106.36,,,-40.6765,-19.4672,978550.0700,,IAG-USP
9603403,,,,84.50,,,-40.6819,-19.4223,978552.6200,,IAG-USP
9603404,,,,81.35,,,-40.6903,-19.3852,978550.6900,,IAG-USP
9603405,,,,78.49,,,-40.6845,-19.3429,978551.2700,,IAG-USP
9603406,,,,92.21,,,-40.6900,-19.3216,978546.7800,,IAG-USP
9603407,,,,88.14,,,-40.7166,-19.2969,978545.6200,,IAG-USP
9603408,,,,92.13,,,-40.7331,-19.2624,978542.7900,,IAG-USP
9603409,,,,91.52,,,-40.7654,-19.2466,978538.9700,,IAG-USP
9603410,,,,107.29,,,-40.8147,-19.2314,978529.7400,,IAG-USP
9603411,,,,114.00,,,-40.8506,-19.2233,978527.0600,,IAG-USP
9603501,,,,108.37,,,-40.9023,-19.5239,978534.8500,,IAG-USP
9603502,,,,62.28,,,-40.8519,-19.5099,978542.8800,,IAG-USP
9603503,,,,82.63,,,-40.8909,-19.4982,978539.3700,,IAG-USP
9603504,,,,108.38,,,-40.8957,-19.4756,978535.7700,,IAG-USP
9603505,,,,121.23,,,-40.9031,-19.4304,978528.3800,,IAG-USP
9603506,,,,146.06,,,-40.8986,-19.3916,978520.3300,,IAG-USP
9603507,,,,191.54,,,-40.8928,-19.3551,978511.7500,,IAG-USP
9603508,,,,514.19,,,-40.9080,-19.3254,978450.0500,,IAG-USP
9603509,,,,577.09,,,-40.9053,-19.2966,978438.0700,,IAG-USP
9603510,,,,591.33,,,-40.9086,-19.2551,978431.7500,,IAG-USP
9603511,,,,389.25,,,-40.9078,-19.2156,978466.8600,,IAG-USP
9603512,,,,297.63,,,-40.8935,-19.2076,978487.8700,,IAG-USP
9603601,,,,50.03,,,-40.6055,-19.5090,978564.7100,,IAG-USP
9603602,,,,47.62,,,-40.5559,-19.5091,978565.3900,,IAG-USP
9603603,,,,40.98,,,-40.5121,-19.5082,978568.6200,,IAG-USP
9603604,,,,46.22,,,-40.4769,-19.5262,978571.5100,,IAG-USP
9603605,,,,63.75,,,-40.4376,-19.5265,978569.2800,,IAG-USP
9603606,,,,92.88,,,-40.3988,-19.5158,978563.1600,,IAG-USP
9603607,,,,35.71,,,-40.3566,-19.5083,978576.0600,,IAG-USP
9603608,,,,29.77,,,-40.3128,-19.4946,978577.3300,,IAG-USP
9603609,,,,28.00,,,-40.2674,-19.4813,978581.2900,,IAG-USP
9603610,,,,32.20,,,-40.2200,-19.4707,978582.6600,,IAG-USP
9603701,,,,93.34,,,-40.6220,-19.5691,978558.4700,,IAG-USP
9603702,,,,63.62,,,-40.6165,-19.6092,978565.8900,,IAG-USP
9603703,,,,96.88,,,-40.6091,-19.6549,978562.8500,,IAG-USP
9603704,,,,121.28,,,-40.6154,-19.7020,978561.1000,,IAG-USP
9603705,,,,125.61,,,-40.6449,-19.7270,978560.4200,,IAG-USP
9603706,,,,130.95,,,-40.6693,-19.7631,978559.7200,,IAG-USP
9603707,,,,130.24,,,-40.6808,-19.8061,978560.9300,,IAG-USP
9603708,,,,144.90,,,-40.6508,-19.8225,978560.1200,,IAG-USP
9603709,,,,167.88,,,-40.6222,-19.8540,978554.7700,,IAG-USP
9603710,,,,331.75,,,-40.6059,-19.8901,978522.5800,,IAG-USP
9603711,,,,659.56,,,-40.6005,-19.9315,978468.4900,,IAG-USP
9603802,,,,344.41,,,-40.9041,-19.1592,978474.4100,,IAG-USP
9603803,,,,378.64,,,-40.8982,-19.1218,978467.0900,,IAG-USP
9603804,,,,428.86,,,-40.9296,-19.1002,978454.5700,,IAG-USP
9603805,,,,478.88,,,-40.9678,-19.0712,978439.8200,,IAG-USP
9603806,,,,536.81,,,-41.0162,-19.0568,978430.8400,,IAG-USP
9603807,,,,628.84,,,-41.0173,-19.0161,978406.1900,,IAG-USP
9603808,,,,712.98,,,-41.0347,-18.9685,978380.4600,,IAG-USP
9603809,,,,667.99,,,-41.0593,-18.9476,978386.6100,,IAG-USP
9603810,,,,653.21,,,-41.0790,-18.9043,978392.4700,,IAG-USP
9603811,,,,612.20,,,-41.1039,-18.8664,978398.1300,,IAG-USP
9603901,,,,47.54,,,-40.5287,-19.5025,978565.7200,,IAG-USP
9603902,,,,57.02,,,-40.5387,-19.4637,978562.8400,,IAG-USP
9603903,,,,85.75,,,-40.5419,-19.4120,978555.3000,,IAG-USP
9603904,,,,99.52,,,-40.5024,-19.4045,978552.3700,,IAG-USP
9603905,,,,287.94,,,-40.4769,-19.3925,978514.8600,,IAG-USP
9603906,,,,147.95,,,-40.4455,-19.3702,978542.9400,,IAG-USP
9603907,,,,243.90,,,-40.4192,-19.3534,978523.9800,,IAG-USP
9603908,,,,108.67,,,-40.4051,-19.3132,978545.5600,,IAG-USP
9603909,,,,74.11,,,-40.3645,-19.2878,978555.5700,,IAG-USP
9603911,,,,95.65,,,-40.3520,-19.2232,978547.7700,,IAG-USP
9603912,,,,92.87,,,-40.3425,-19.1752,978545.6100,,IAG-USP
9603913,,,,98.84,,,-40.3687,-19.1375,978545.8900,,IAG-USP
9603914,,,,102.04,,,-40.3934,-19.1793,978544.6200,,IAG-USP
9603915,,,,148.42,,,-40.4265,-19.2122,978533.9500,,IAG-USP
9603916,,,,154.81,,,-40.4631,-19.2504,978534.9200,,IAG-USP
9603917,,,,164.07,,,-40.5190,-19.2363,978532.4400,,IAG-USP
9603918,,,,169.63,,,-40.5634,-19.2287,978529.2100,,IAG-USP
9603919,,,,165.08,,,-40.5962,-19.2210,978528.4400,,IAG-USP
9603920,,,,199.59,,,-40.6344,-19.2394,978522.5700,,IAG-USP
9603921,,,,108.38,,,-40.6611,-19.2841,978541.9500,,IAG-USP
9604001,,,,77.98,,,-41.0138,-19.5682,978539.1000,,IAG-USP
9604002,,,,79.39,,,-41.0159,-19.6179,978537.2000,,IAG-USP
9604003,,,,89.22,,,-41.0259,-19.6246,978534.4900,,IAG-USP
9604004,,,,108.22,,,-41.0402,-19.6603,978532.9700,,IAG-USP
9604005,,,,114.32,,,-41.0447,-19.5994,978539.6400,,IAG-USP
9604006,,,,117.81,,,-40.9744,-19.6547,978534.2700,,IAG-USP
9604007,,,,136.80,,,-41.0464,-19.7295,978535.1000,,IAG-USP
9604008,,,,197.37,,,-41.0713,-19.7809,978525.2200,,IAG-USP
9604009,,,,190.25,,,-41.1100,-19.7043,978523.7900,,IAG-USP
9604010,,,,218.30,,,-41.1105,-19.8252,978519.3700,,IAG-USP
9604011,,,,150.00,,,-40.8542,-19.8024,978547.0300,,IAG-USP
9604012,,,,117.41,,,-40.8468,-19.7539,978548.8500,,IAG-USP
9604013,,,,100.00,,,-40.8388,-19.7042,978552.1900,,IAG-USP
9604014,,,,124.87,,,-40.8388,-19.6666,978545.1200,,IAG-USP
9604015,,,,123.28,,,-40.8751,-19.6283,978538.5200,,IAG-USP
9604016,,,,103.18,,,-40.8918,-19.5955,978540.6900,,IAG-USP
9604017,,,,135.62,,,-40.9401,-19.6088,978533.0300,,IAG-USP
9604018,,,,130.72,,,-40.9638,-19.5643,978531.1900,,IAG-USP
9604019,,,,81.21,,,-41.0013,-19.5205,978541.4300,,IAG-USP
9604102,,,,57.64,,,-40.7044,-19.5229,978560.2600,,IAG-USP
9604103,,,,52.68,,,-40.7529,-19.4955,978558.4300,,IAG-USP
9604104,,,,48.21,,,-40.7941,-19.5267,978552.3100,,IAG-USP
9604107,,,,71.97,,,-40.9560,-19.5048,978540.7500,,IAG-USP
9604201,,,,108.68,,,-40.3706,-19.7866,978573.4800,,IAG-USP
9604202,,,,69.65,,,-40.3797,-19.9120,978579.9200,,IAG-USP
9604203,,,,74.77,,,-40.3890,-19.6870,978573.6100,,IAG-USP
9604204,,,,41.25,,,-40.4246,-19.6562,978580.1500,,IAG-USP
9604205,,,,56.30,,,-40.4639,-19.6400,978575.1700,,IAG-USP
9604206,,,,120.44,,,-40.5003,-19.6069,978565.0100,,IAG-USP
9604207,,,,49.29,,,-40.4962,-19.5569,978570.7400,,IAG-USP
9604208,,,,88.07,,,-40.7236,-19.5512,978561.3100,,IAG-USP
9604209,,,,57.12,,,-40.5958,-19.5186,978563.8900,,IAG-USP
9604301,,,,700.00,,,-40.7437,-20.0275,978453.1100,,IAG-USP
9604302,,,,714.80,,,-40.7733,-20.0546,978455.3400,,IAG-USP
9604303,,,,806.71,,,-40.8162,-20.0677,978435.8400,,IAG-USP
9604304,,,,888.83,,,-40.8695,-20.0841,978419.2300,,IAG-USP
9604305,,,,970.15,,,-40.8872,-20.1203,978406.4100,,IAG-USP
9604306,,,,997.62,,,-40.9268,-20.1353,978400.8700,,IAG-USP
9604307,,,,1063.87,,,-40.9691,-20.1429,978381.7200,,IAG-USP
9604308,,,,1037.19,,,-41.0183,-20.1334,978374.6600,,IAG-USP
9604309,,,,1075.81,,,-41.0150,-20.1060,978373.3400,,IAG-USP
9604310,,,,862.15,,,-41.0280,-20.0688,978413.1700,,IAG-USP
9604311,,,,464.54,,,-41.0626,-20.0678,978485.0900,,IAG-USP
9604312,,,,364.57,,,-41.1356,-20.0719,978503.1500,,IAG-USP
9604401,,,,22.65,,,-40.3541,-19.8411,978597.3300,,IAG-USP
9604402,,,,9.38,,,-40.3005,-19.8228,978603.3500,,IAG-USP
9604403,,,,70.10,,,-40.2781,-19.8261,978594.9000,,IAG-USP
9604404,,,,53.76,,,-40.2651,-19.8153,978596.4700,,IAG-USP
9604405,,,,36.61,,,-40.1649,-19.8165,978606.5900,,IAG-USP
9604406,,,,19.07,,,-40.1140,-19.8385,978618.1000,,IAG-USP
9604407,,,,9.74,,,-40.0696,-19.8451,978626.6500,,IAG-USP
9604408,,,,2.34,,,-40.0870,-19.8811,978629.5700,,IAG-USP
9604409,,,,16.37,,,-40.1083,-19.9167,978625.8700,,IAG-USP
9604410,,,,0.00,,,-40.1423,-19.9232,978625.9800,,IAG-USP
9604411,,,,26.81,,,-40.1501,-19.9544,978619.7200,,IAG-USP
9604412,,,,0.59,,,-40.1435,-19.8952,978630.1600,,IAG-USP
9604413,,,,0.00,,,-40.1848,-20.0361,978628.3300,,IAG-USP
9604414,,,,32.42,,,-40.2174,-20.0136,978616.1500,,IAG-USP
9604415,,,,10.03,,,-40.2575,-19.9965,978617.4300,,IAG-USP
9604416,,,,1.28,,,-40.2640,-19.9744,978619.5100,,IAG-USP
9604417,,,,6.52,,,-40.2887,-19.9575,978611.6600,,IAG-USP
9604418,,,,68.10,,,-40.3354,-19.9404,978599.1500,,IAG-USP
9604419,,,,106.58,,,-40.3845,-19.9324,978586.4400,,IAG-USP
9604420,,,,54.49,,,-40.4064,-19.9281,978594.8200,,IAG-USP
9604502,,,,2.45,,,-40.0613,-19.8248,978626.7200,,IAG-USP
9604503,,,,5.20,,,-40.0577,-19.7846,978623.6200,,IAG-USP
9604504,,,,0.00,,,-40.0403,-19.7459,978624.2300,,IAG-USP
9604505,,,,0.00,,,-40.0211,-19.7216,978625.0400,,IAG-USP
9604506,,,,0.00,,,-40.0081,-19.7090,978625.9300,,IAG-USP
9604601,,,,16.45,,,-40.0715,-19.4172,978594.2500,,IAG-USP
9604602,,,,14.92,,,-40.0626,-19.4340,978599.6600,,IAG-USP
9604603,,,,15.27,,,-40.0216,-19.4347,978605.9000,,IAG-USP
9604701,,,,51.71,,,-40.1105,-19.4070,978583.5300,,IAG-USP
9604702,,,,85.55,,,-40.1272,-19.3450,978577.3500,,IAG-USP
9604703,,,,101.91,,,-40.1607,-19.3064,978570.6200,,IAG-USP
9604704,,,,122.99,,,-40.1862,-19.2751,978563.7500,,IAG-USP
9604705,,,,125.14,,,-40.1999,-19.2569,978561.6900,,IAG-USP
9604706,,,,133.23,,,-40.2597,-19.2376,978556.2000,,IAG-USP
9604707,,,,137.88,,,-40.2630,-19.2411,978553.1000,,IAG-USP
9604708,,,,103.00,,,-40.2964,-19.2567,978561.6000,,IAG-USP
9604801,,,,69.66,,,-40.3772,-19.7463,978579.9400,,IAG-USP
9604802,,,,53.03,,,-40.3642,-19.7396,978583.3400,,IAG-USP
9604803,,,,50.97,,,-40.3176,-19.7016,978578.8800,,IAG-USP
9604804,,,,46.39,,,-40.2832,-19.6869,978584.0300,,IAG-USP
9604805,,,,29.36,,,-40.2578,-19.6713,978590.1900,,IAG-USP
9604806,,,,77.22,,,-40.2323,-19.6480,978582.9700,,IAG-USP
9604807,,,,39.64,,,-40.2063,-19.6102,978585.3700,,IAG-USP
9604808,,,,41.40,,,-40.1899,-19.5850,978585.1300,,IAG-USP
9604809,,,,21.91,,,-40.1523,-19.5279,978588.5700,,IAG-USP
9604810,,,,15.78,,,-40.1109,-19.4698,978589.9900,,IAG-USP
9604813,,,,38.32,,,-40.1473,-19.4150,978582.2700,,IAG-USP
9604814,,,,17.16,,,-40.1775,-19.4467,978583.9900,,IAG-USP
9604816,,,,64.49,,,-40.2771,-19.7077,978584.4700,,IAG-USP
9604817,,,,25.76,,,-40.2864,-19.7370,978591.7000,,IAG-USP
9604818,,,,55.70,,,-40.2820,-19.7804,978592.3100,,IAG-USP
9605103,,,,70.45,,,-40.0171,-18.5257,978531.6800,,IAG-USP
9605104,,,,71.50,,,-40.0445,-18.5034,978527.6900,,IAG-USP
9605105,,,,31.20,,,-40.0898,-18.4720,978536.6900,,IAG-USP
9605106,,,,94.91,,,-40.1456,-18.4644,978519.8400,,IAG-USP
9605107,,,,107.80,,,-40.2024,-18.4587,978514.7000,,IAG-USP
9605108,,,,120.00,,,-40.2137,-18.4121,978508.8400,,IAG-USP
9605109,,,,151.05,,,-40.2562,-18.3689,978495.1300,,IAG-USP
9605110,,,,132.41,,,-40.2436,-18.4051,978495.0300,,IAG-USP
9605111,,,,117.08,,,-40.2511,-18.2632,978493.3300,,IAG-USP
9605112,,,,135.80,,,-40.2601,-18.1962,978482.5400,,IAG-USP
9605113,,,,151.73,,,-40.2702,-18.1582,978478.8800,,IAG-USP
9605114,,,,183.70,,,-40.3267,-18.1298,978472.6900,,IAG-USP
9605115,,,,189.41,,,-40.3665,-18.1354,978467.8500,,IAG-USP
9605117,,,,166.70,,,-40.2978,-18.3749,978478.1000,,IAG-USP
9605118,,,,161.12,,,-40.2744,-18.0823,978477.2100,,IAG-USP
9605119,,,,163.82,,,-40.2339,-18.1019,978476.6200,,IAG-USP
9605120,,,,151.55,,,-40.1871,-18.0973,978479.8700,,IAG-USP
9605121,,,,134.07,,,-40.1725,-18.1082,978482.7400,,IAG-USP
9605122,,,,127.36,,,-40.1258,-18.1157,978489.2000,,IAG-USP
9605123,,,,112.07,,,-40.1077,-18.0851,978488.6500,,IAG-USP
9605201,,,,72.76,,,-40.0015,-18.2737,978516.6100,,IAG-USP
9605202,,,,82.17,,,-40.0243,-18.2211,978510.1200,,IAG-USP
9605203,,,,87.79,,,-40.0606,-18.2011,978504.7800,,IAG-USP
9605204,,,,97.71,,,-40.0972,-18.1457,978499.9700,,IAG-USP
9605205,,,,115.41,,,-40.0924,-18.2922,978492.0400,,IAG-USP
9605208,,,,204.06,,,-40.4187,-18.1066,978461.2900,,IAG-USP
9605209,,,,246.05,,,-40.4711,-18.1062,978451.1800,,IAG-USP
9605210,,,,257.64,,,-40.4994,-18.1005,978446.2500,,IAG-USP
9605212,,,,241.04,,,-40.4906,-18.0627,978448.7100,,IAG-USP
9605213,,,,211.68,,,-40.4502,-18.0341,978453.2900,,IAG-USP
9605214,,,,182.48,,,-40.3986,-18.0123,978460.1000,,IAG-USP
9605215,,,,150.98,,,-40.3878,-17.9609,978463.9400,,IAG-USP
9605216,,,,179.56,,,-40.3628,-17.9086,978453.1400,,IAG-USP
9605217,,,,203.39,,,-40.3322,-17.8542,978443.7600,,IAG-USP
9605218,,,,104.33,,,-40.3539,-17.8391,978462.3600,,IAG-USP
9605301,,,,114.53,,,-40.2197,-18.7303,978529.5700,,IAG-USP
9605302,,,,105.09,,,-40.1869,-18.7697,978536.9400,,IAG-USP
9605303,,,,94.22,,,-40.1548,-18.8214,978543.4200,,IAG-USP
9605304,,,,82.32,,,-40.1133,-18.8550,978551.1600,,IAG-USP
9605305,,,,70.76,,,-40.0907,-18.9031,978554.0200,,IAG-USP
9605306,,,,68.30,,,-40.0739,-18.9064,978555.7000,,IAG-USP
9605307,,,,77.41,,,-40.1386,-18.9042,978552.3600,,IAG-USP
9605308,,,,85.12,,,-40.1704,-18.9059,978546.9400,,IAG-USP
